date,Liabilities,Assets,VAR,VAR_DATE,timestamp
2021-11-06,16500272351.965424,6236695005.805021,-5.396927713198858,2021-01-09,1636156800.0
2021-11-05,16410951356.535753,6179833501.987884,-5.35216800168067,2021-01-09,1636070400.0
2021-11-04,16357608086.488672,6168563469.032182,-5.353764461239108,2021-01-09,1635984000.0
2021-11-03,16547988498.822577,6152552643.424491,-5.428930450706929,2021-01-09,1635897600.0
2021-11-02,16624803045.101963,6228288766.898014,-5.410118241916028,2021-01-09,1635811200.0
2021-11-01,16153498055.668901,6177432814.452585,-5.146083459539761,2021-01-09,1635724800.0
2021-10-31,16048672834.99052,6176277921.830126,-5.096274456827489,2021-01-09,1635638400.0
2021-10-30,16105150668.58492,6181903823.974757,-5.113915214033388,2021-01-09,1635552000.0
2021-10-29,16206928022.11989,6182422205.998681,-5.224939540424655,2021-01-09,1635465600.0
2021-10-28,16000074400.463892,6185178111.267784,-5.093478787890459,2021-01-09,1635379200.0
2021-10-27,15365793292.45289,6099225005.6215315,-4.763437863378994,2021-01-09,1635292800.0
2021-10-26,15837307962.134686,6144131821.157491,-5.003625309752331,2021-01-09,1635206400.0
2021-10-25,15973783761.843506,6182732869.415077,-5.067341432412436,2021-01-09,1635120000.0
2021-10-24,15580040257.87812,6129182426.458989,-4.900009304651747,2021-01-09,1635033600.0
2021-10-23,15827202181.028389,6167326261.350722,-5.013287384536659,2021-01-09,1634947200.0
2021-10-22,15489031580.29154,6103150302.498837,-4.80801239022927,2021-01-09,1634860800.0
2021-10-21,15712511843.025276,6126971349.032512,-4.93062415354769,2021-01-09,1634774400.0
2021-10-20,15948165345.186905,6153698677.265713,-5.053333238500306,2021-01-09,1634688000.0
2021-10-19,15447145426.57972,6150770214.136917,-4.751966050113567,2021-01-09,1634601600.0
2021-10-18,15178591781.137976,6106836622.945707,-4.615506322280734,2021-01-09,1634515200.0
2021-10-17,15329234499.747776,6128613768.474561,-4.690769610256913,2021-01-09,1634428800.0
2021-10-16,15351364460.363579,6122252557.300803,-4.704148232689502,2021-01-09,1634342400.0
2021-10-15,15347006100.774126,6096254328.6255865,-4.725803547995503,2021-01-09,1634256000.0
2021-10-14,15106016388.637243,6091290666.580718,-4.593055186480201,2021-01-09,1634169600.0
2021-10-13,14855260560.751186,6104115266.347052,-4.42670142431346,2021-01-09,1634083200.0
2021-10-12,14589373184.590857,6081962022.945148,-4.289040786160656,2021-01-09,1633996800.0
2021-10-11,14779926971.299582,6116810270.37859,-4.368988198292371,2021-01-09,1633910400.0
2021-10-10,14550339890.10113,6071994491.796453,-4.254744644452643,2021-01-09,1633824000.0
2021-10-09,14804348434.641172,6078555700.02405,-4.4026329902880965,2021-01-09,1633737600.0
2021-10-08,14673042913.694025,6057470009.247609,-4.381721331272716,2021-01-09,1633651200.0
2021-10-07,14691450199.145027,6060609620.922743,-4.3933072304064895,2021-01-09,1633564800.0
2021-10-06,14729544665.124327,6077772562.6577635,-4.401279485870252,2021-01-09,1633478400.0
2021-10-05,14521032493.008999,6056713574.421653,-4.296668643879068,2021-01-09,1633392000.0
2021-10-04,14207722783.711964,6040943450.907753,-4.132436975597159,2021-01-09,1633305600.0
2021-10-03,14293942659.67132,6053842096.023599,-4.169734848460949,2021-01-09,1633219200.0
2021-10-02,14229729665.887033,6035285329.325338,-4.14471096506843,2021-01-09,1633132800.0
2021-10-01,14073005704.32456,6050105535.700901,-4.04277640252961,2021-01-09,1633046400.0
2021-09-30,13392844488.95397,6008102374.539553,-3.6843118185562775,2021-01-09,1632960000.0
2021-09-29,13144715805.665407,6033385901.514831,-3.518529780235207,2021-01-09,1632873600.0
2021-09-28,13003693105.051558,5971611991.56657,-3.4801427324870264,2021-01-09,1632787200.0
2021-09-27,13326823175.91026,6002536733.410566,-3.6446348044860795,2021-01-09,1632700800.0
2021-09-26,13598348123.17021,6054321910.70955,-3.7646594293912514,2021-01-09,1632614400.0
2021-09-25,13295091688.889044,5993037391.704745,-3.6258689588493622,2021-01-09,1632528000.0
2021-09-24,13250855919.338139,5978465528.3941555,-3.6117518864338596,2021-01-09,1632441600.0
2021-09-23,13737555151.72204,6015934465.536314,-3.8709491724295106,2021-01-09,1632355200.0
2021-09-22,13522280098.814026,6001979714.889044,-3.7572453321721553,2021-01-09,1632268800.0
2021-09-21,12876752905.927168,5970981846.74362,-3.405126263377837,2021-01-09,1632182400.0
2021-09-20,13378893153.122011,6010432432.067625,-3.6694918647240615,2021-01-09,1632096000.0
